*ItemCode,ItemName,Quantity,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount,Status,InventoryType
DUL167,Dulux WS All Seasons Pliolite - Colours 5ltr,,Dulux Weathershield All Seasons Pliolite - C,84.42,311,No VAT,Dulux Weathershield All Seasons Pliolite - C,101.30,202,No VAT,,,Active,Untracked
DUL168,Dulux Weathershield Stab Primer - Clear 5ltr,,Dulux Weathershield Stab Primer - Clear 5LT,52.64,311,No VAT,Dulux Weathershield Stab Primer - Clear 5LT,63.17,202,No VAT,,,Active,Untracked
DUL169,Dulux Fast Matt - White 10ltr,,Dulux Fast Matt - White 10LT,56.72,311,No VAT,Dulux Fast Matt - White 10LT,68.06,202,No VAT,,,Active,Untracked
DUL170,Dulux Fast Matt - Colours 10ltr,,Dulux Fast Matt - Colours 10LT,70.80,311,No VAT,Dulux Fast Matt - Colours 10LT,84.96,202,No VAT,,,Active,Untracked
DUL171,Dulux QD Wood Primer Undercoat - Clear 5ltr,,Dulux QD Wood Primer Undercoat - Clear 5LT,91.78,311,No VAT,Dulux QD Wood Primer Undercoat - Clear 5LT,110.14,202,No VAT,,,Active,Untracked
DUL172,Dulux QD Wood Primer Undercoat - Clear 2.5ltr,,Dulux QD Wood Primer Undercoat - Clear 2.5LT,54.77,311,No VAT,Dulux QD Wood Primer Undercoat - Clear 2.5LT,65.72,202,No VAT,,,Active,Untracked
DUL173,Dulux QD Wood Primer Undercoat - Clear 1ltr,,Dulux QD Wood Primer Undercoat - Clear 1LT,27.58,311,No VAT,Dulux QD Wood Primer Undercoat - Clear 1LT,33.10,202,No VAT,,,Active,Untracked
DUL174,Dulux Alkali Resisting Primer - Clear 5ltr,,Dulux Alkali Resisting Primer - Clear 5LT,106.04,311,No VAT,Dulux Alkali Resisting Primer - Clear 5LT,127.25,202,No VAT,,,Active,Untracked
DUL175,Dulux All Purpose Primer - Clear 1ltr,,Dulux All Purpose Primer - Clear 1LT,31.75,311,No VAT,Dulux All Purpose Primer - Clear 1LT,38.10,202,No VAT,,,Active,Untracked
DUL176,Dulux Aluminium Wood Primer - Clear 5ltr,,Dulux Aluminium Wood Primer - Clear 5LT,105.23,311,No VAT,Dulux Aluminium Wood Primer - Clear 5LT,126.28,202,No VAT,,,Active,Untracked
DUL177,Dulux Aluminium Wood Primer - Clear 1ltr,,Dulux Aluminium Wood Primer - Clear 1LT,33.19,311,No VAT,Dulux Aluminium Wood Primer - Clear 1LT,39.83,202,No VAT,,,Active,Untracked
DUL178,Dulux Aqua Uniprimer - White 5ltr,,Dulux Aqua Uniprimer - White 5LT,60.85,311,No VAT,Dulux Aqua Uniprimer - White 5LT,73.02,202,No VAT,,,Active,Untracked
DUL179,Dulux Aqua Uniprimer - White 2.5ltr,,Dulux Aqua Uniprimer - White 2.5LT,31.61,311,No VAT,Dulux Aqua Uniprimer - White 2.5LT,37.93,202,No VAT,,,Active,Untracked
DUL180,Dulux Aqua Uniprimer - White 1ltr,,Dulux Aqua Uniprimer - White 1LT,16.12,311,No VAT,Dulux Aqua Uniprimer - White 1LT,19.34,202,No VAT,,,Active,Untracked
DUL181,Dulux Aqua Uniprimer - Colours 5ltr,,Dulux Aqua Uniprimer - Colours 5LT,70.96,311,No VAT,Dulux Aqua Uniprimer - Colours 5LT,85.15,202,No VAT,,,Active,Untracked
DUL182,Dulux Aqua Uniprimer - Colours 2.5ltr,,Dulux Aqua Uniprimer - Colours 2.5LT,45.50,311,No VAT,Dulux Aqua Uniprimer - Colours 2.5LT,54.60,202,No VAT,,,Active,Untracked
DUL183,Dulux Aqua Uniprimer - Colours 1ltr,,Dulux Aqua Uniprimer - Colours 1LT,22.50,311,No VAT,Dulux Aqua Uniprimer - Colours 1LT,27.00,202,No VAT,,,Active,Untracked
DUL184,Dulux Drywall Prim Sealer - Clear 10ltr,,Dulux Drywall Prim Sealer - Clear 10LT,79.91,311,No VAT,Dulux Drywall Prim Sealer - Clear 10LT,95.89,202,No VAT,,,Active,Untracked
DUL185,Dulux QD MDF Primer Undercoat - Clear 2.5ltr,,Dulux QD MDF Primer Undercoat - Clear 2.5LT,53.59,311,No VAT,Dulux QD MDF Primer Undercoat - Clear 2.5LT,64.31,202,No VAT,,,Active,Untracked
DUL186,Dulux Super Grip Primer - Clear 5ltr,,Dulux Super Grip Primer - Clear 5LT,114.95,311,No VAT,Dulux Super Grip Primer - Clear 5LT,137.94,202,No VAT,,,Active,Untracked
DUL187,Dulux Super Grip Primer - Clear 2.5ltr,,Dulux Super Grip Primer - Clear 2.5LT,68.66,311,No VAT,Dulux Super Grip Primer - Clear 2.5LT,82.39,202,No VAT,,,Active,Untracked
DUL188,Dulux Super Grip Primer - Clear 1ltr,,Dulux Super Grip Primer - Clear 1LT,33.64,311,No VAT,Dulux Super Grip Primer - Clear 1LT,40.37,202,No VAT,,,Active,Untracked
DUL189,Dulux Stain Block Matt - Clear 5ltr,,Dulux Stain Block Matt - Clear 5LT,93.88,311,No VAT,Dulux Stain Block Matt - Clear 5LT,112.66,202,No VAT,,,Active,Untracked
DUL190,Dulux Stain Block Matt - Clear 2.5ltr,,Dulux Stain Block Matt - Clear 2.5LT,56.88,311,No VAT,Dulux Stain Block Matt - Clear 2.5LT,68.26,202,No VAT,,,Active,Untracked
DUL191,Dulux Stain Block Matt - Clear 1ltr,,Dulux Stain Block Matt - Clear 1LT,27.43,311,No VAT,Dulux Stain Block Matt - Clear 1LT,32.92,202,No VAT,,,Active,Untracked
DUL192,Dulux Wood Primer - Clear 5ltr,,Dulux Wood Primer - Clear 5LT,95.98,311,No VAT,Dulux Wood Primer - Clear 5LT,115.18,202,No VAT,,,Active,Untracked
DUL193,Dulux Wood Primer - Clear 2.5ltr,,Dulux Wood Primer - Clear 2.5LT,63.96,311,No VAT,Dulux Wood Primer - Clear 2.5LT,76.75,202,No VAT,,,Active,Untracked
DUL194,Dulux Wood Primer - Clear 1ltr,,Dulux Wood Primer - Clear 1LT,32.75,311,No VAT,Dulux Wood Primer - Clear 1LT,39.30,202,No VAT,,,Active,Untracked
DUL195,Dulux Cladshield - Colours Tinted 5ltr,,Dulux Cladshield - Colours Tinted 5LT,95.88,311,No VAT,Dulux Cladshield - Colours Tinted 5LT,115.06,202,No VAT,,,Active,Untracked
DUL196,Dulux High Perf Floor Paint - Colours 1.78ltr,,Dulux High Performance Floor Paint - Colours,90.48,311,No VAT,Dulux High Performance Floor Paint - Colours,108.58,202,No VAT,,,Active,Untracked
DUL197,Dulux Ultimate Opaque - White & Black 5ltr,,Dulux Ultimate Opaque - White & Black 5LT,110.76,311,No VAT,Dulux Ultimate Opaque - White & Black 5LT,132.91,202,No VAT,,,Active,Untracked
DUL198,Dulux Ultimate Opaque - White & Black 2.5ltr,,Dulux Ultimate Opaque - White & Black 2.5LT,59.44,311,No VAT,Dulux Ultimate Opaque - White & Black 2.5LT,71.33,202,No VAT,,,Active,Untracked
DUL199,Dulux Ultimate Opaque - White & Black 1ltr,,Dulux Ultimate Opaque - White & Black 1LT,25.66,311,No VAT,Dulux Ultimate Opaque - White & Black 1LT,30.79,202,No VAT,,,Active,Untracked
DUL200,Dulux Ultimate Opaque - Colours 5ltr,,Dulux Ultimate Opaque - Colours 5LT,110.76,311,No VAT,Dulux Ultimate Opaque - Colours 5LT,132.91,202,No VAT,,,Active,Untracked
DUL201,Dulux Ultimate Opaque - Colours 2.5ltr,,Dulux Ultimate Opaque - Colours 2.5LT,59.44,311,No VAT,Dulux Ultimate Opaque - Colours 2.5LT,71.33,202,No VAT,,,Active,Untracked
DUL202,Dulux Ultimate Opaque - Colours 1ltr,,Dulux Ultimate Opaque - Colours 1LT,25.66,311,No VAT,Dulux Ultimate Opaque - Colours 1LT,30.79,202,No VAT,,,Active,Untracked
DUL203,Dulux Ultimate Woodstain - Ready Mixed 5ltr,,Dulux Ultimate Woodstain - Colours Ready Mix,110.90,311,No VAT,Dulux Ultimate Woodstain - Colours Ready Mix,133.08,202,No VAT,,,Active,Untracked
DUL204,Dulux Ultimate Woodstain - Ready Mixed 2.5ltr,,Dulux Ultimate Woodstain - Colours Ready Mix,59.29,311,No VAT,Dulux Ultimate Woodstain - Colours Ready Mix,71.15,202,No VAT,,,Active,Untracked
DUL205,Dulux Ultimate Woodstain - Ready Mixed 1ltr,,Dulux Ultimate Woodstain - Colours Ready Mix,25.25,311,No VAT,Dulux Ultimate Woodstain - Colours Ready Mix,30.30,202,No VAT,,,Active,Untracked
DUL206,Dulux Ultimate Woodstain - Colours Tinted 5ltr,,Dulux Ultimate Woodstain - Colours Tinted 5L,110.90,311,No VAT,Dulux Ultimate Woodstain - Colours Tinted 5L,133.08,202,No VAT,,,Active,Untracked
DUL207,Dulux Ultimate Woodstain - Colours Tinted 2.5ltr,,Dulux Ultimate Woodstain - Colours Tinted 2.,60.49,311,No VAT,Dulux Ultimate Woodstain - Colours Tinted 2.,72.59,202,No VAT,,,Active,Untracked
DUL208,Dulux Ultimate Woodstain - Colours Tinted 1ltr,,Dulux Ultimate Woodstain - Colours Tinted 1L,26.03,311,No VAT,Dulux Ultimate Woodstain - Colours Tinted 1L,31.24,202,No VAT,,,Active,Untracked
DUL209,Dulux Quick Dry Opaque - White & Black 5ltr,,Dulux Quick Dry Opaque - White & Black 5LT,112.61,311,No VAT,Dulux Quick Dry Opaque - White & Black 5LT,135.13,202,No VAT,,,Active,Untracked
DUL210,Dulux Quick Dry Opaque - White & Black 2.5ltr,,Dulux Quick Dry Opaque - White & Black 2.5LT,60.02,311,No VAT,Dulux Quick Dry Opaque - White & Black 2.5LT,72.02,202,No VAT,,,Active,Untracked
DUL211,Dulux Quick Dry Opaque - White & Black 1ltr,,Dulux Quick Dry Opaque - White & Black 1LT,26.02,311,No VAT,Dulux Quick Dry Opaque - White & Black 1LT,31.22,202,No VAT,,,Active,Untracked
DUL212,Dulux Quick Dry Opaque - Colours 5ltr,,Dulux Quick Dry Opaque - Colours 5LT,112.61,311,No VAT,Dulux Quick Dry Opaque - Colours 5LT,135.13,202,No VAT,,,Active,Untracked
DUL213,Dulux Quick Dry Opaque - Colours 2.5ltr,,Dulux Quick Dry Opaque - Colours 2.5LT,60.02,311,No VAT,Dulux Quick Dry Opaque - Colours 2.5LT,72.02,202,No VAT,,,Active,Untracked
DUL214,Dulux Quick Dry Opaque - Colours 1ltr,,Dulux Quick Dry Opaque - Colours 1LT,26.02,311,No VAT,Dulux Quick Dry Opaque - Colours 1LT,31.22,202,No VAT,,,Active,Untracked
DUL215,Dulux Quick Dry Woodstain - Colours 5ltr,,Dulux Quick Dry Woodstain - Colours 5LT,110.99,311,No VAT,Dulux Quick Dry Woodstain - Colours 5LT,133.19,202,No VAT,,,Active,Untracked
DUL216,Dulux Quick Dry Woodstain - Colours 2.5ltr,,Dulux Quick Dry Woodstain - Colours 2.5LT,60.52,311,No VAT,Dulux Quick Dry Woodstain - Colours 2.5LT,72.62,202,No VAT,,,Active,Untracked
DUL217,Dulux Quick Dry Woodstain - Colours 1ltr,,Dulux Quick Dry Woodstain - Colours 1LT,26.77,311,No VAT,Dulux Quick Dry Woodstain - Colours 1LT,32.12,202,No VAT,,,Active,Untracked
DUL218,Dulux Yacht Varnish - Clear 2.5ltr,,Dulux Yacht Varnish - Clear 2.5LT,65.76,311,No VAT,Dulux Yacht Varnish - Clear 2.5LT,78.91,202,No VAT,,,Active,Untracked
DUL219,Dulux Yacht Varnish - Clear 1ltr,,Dulux Yacht Varnish - Clear 1LT,33.41,311,No VAT,Dulux Yacht Varnish - Clear 1LT,40.09,202,No VAT,,,Active,Untracked
DUL220,Dulux PU Varnish Gloss Satin Matt - Clear 2.5ltr,,Dulux Polyurethane Varnish Gloss Satin Matt,48.06,311,No VAT,Dulux Polyurethane Varnish Gloss Satin Matt,57.67,202,No VAT,,,Active,Untracked
DUL221,Dulux PU Varnish Gloss Satin Matt - Clear 1ltr,,Dulux Polyurethane Varnish Gloss Satin Matt,27.48,311,No VAT,Dulux Polyurethane Varnish Gloss Satin Matt,32.98,202,No VAT,,,Active,Untracked
DUL222,Dulux QD Varnish Gloss & Satin - Clear 2.5ltr,,Dulux Quick Dry Varnish Gloss & Satin - Clea,54.07,311,No VAT,Dulux Quick Dry Varnish Gloss & Satin - Clea,64.88,202,No VAT,,,Active,Untracked
DUL223,Dulux QD Varnish Gloss & Satin - Clear 1ltr,,Dulux Quick Dry Varnish Gloss & Satin - Clea,27.65,311,No VAT,Dulux Quick Dry Varnish Gloss & Satin - Clea,33.18,202,No VAT,,,Active,Untracked
DUL224,Dulux QD Varnish Gloss & Satin - Colours 2.5ltr,,Dulux Quick Dry Varnish Gloss & Satin - Colo,59.80,311,No VAT,Dulux Quick Dry Varnish Gloss & Satin - Colo,71.76,202,No VAT,,,Active,Untracked
DUL225,Dulux QD Varnish Gloss & Satin - Colours 1ltr,,Dulux Quick Dry Varnish Gloss & Satin - Colo,30.66,311,No VAT,Dulux Quick Dry Varnish Gloss & Satin - Colo,36.79,202,No VAT,,,Active,Untracked
DUL226,Dulux Diamond Glaze - Clear 5ltr,,Dulux Diamond Glaze Varnish Gloss & Satin -,179.17,311,No VAT,Dulux Diamond Glaze Varnish Gloss & Satin -,215.00,202,No VAT,,,Active,Untracked
DUL227,Dulux Diamond Glaze - Clear 2.5ltr,,Dulux Diamond Glaze Varnish Gloss & Satin -,98.77,311,No VAT,Dulux Diamond Glaze Varnish Gloss & Satin -,118.52,202,No VAT,,,Active,Untracked
DUL228,Dulux Diamond Glaze - Clear 1ltr,,Dulux Diamond Glaze Varnish Gloss & Satin -,50.08,311,No VAT,Dulux Diamond Glaze Varnish Gloss & Satin -,60.10,202,No VAT,,,Active,Untracked
DUL229,Dulux Diamond Glaze - Colours 5ltr,,Dulux Diamond Glaze Varnish Gloss & Satin -,109.80,311,No VAT,Dulux Diamond Glaze Varnish Gloss & Satin -,131.76,202,No VAT,,,Active,Untracked
DUL230,Dulux Diamond Glaze - Colours 2.5ltr,,Dulux Diamond Glaze Varnish Gloss & Satin -,55.69,311,No VAT,Dulux Diamond Glaze Varnish Gloss & Satin -,66.83,202,No VAT,,,Active,Untracked
DUL231,Dulux Heritage VM True White - True White,,Dulux Heritage Velvet Matt True White - True White,55.99,311,No VAT,Dulux Heritage Velvet Matt True White - True White,67.19,202,No VAT,,,Active,Untracked
DUL232,Dulux Heritage VM True White - True White,,Dulux Heritage Velvet Matt True White - True White,97.60,311,No VAT,Dulux Heritage Velvet Matt True White - True White,117.12,202,No VAT,,,Active,Untracked
DUL233,Dulux Heritage Velvet Matt Tinted - Tinted 1ltr,,Dulux Heritage Velvet Matt Tinted - Tinted 1L,19.12,311,No VAT,Dulux Heritage Velvet Matt Tinted - Tinted 1L,22.94,202,No VAT,,,Active,Untracked
DUL234,Dulux Heritage Velvet Matt Tinted - Tinted 2.5ltr,,Dulux Heritage Velvet Matt Tinted - Tinted 2.5L,40.49,311,No VAT,Dulux Heritage Velvet Matt Tinted - Tinted 2.5L,48.59,202,No VAT,,,Active,Untracked
DUL235,Dulux Heritage Velvet Matt Tinted - Tinted 5ltr,,Dulux Heritage Velvet Matt Tinted - Tinted 5L,64.86,311,No VAT,Dulux Heritage Velvet Matt Tinted - Tinted 5L,77.83,202,No VAT,,,Active,Untracked
DUL236,Dulux Heritage Velvet Matt Tinted - Tinted 10ltr,,Dulux Heritage Velvet Matt Tinted - Tinted 10L,120.76,311,No VAT,Dulux Heritage Velvet Matt Tinted - Tinted 10L,144.91,202,No VAT,,,Active,Untracked
DUL237,Dulux Heritage Eggshell Tinted - Tinted 0.75ltr,,Dulux Heritage Eggshell Tinted - Tinted 750ML,24.36,311,No VAT,Dulux Heritage Eggshell Tinted - Tinted 750ML,29.23,202,No VAT,,,Active,Untracked
DUL238,Dulux Heritage Eggshell Tinted - Tinted 2.5ltr,,Dulux Heritage Eggshell Tinted - Tinted 2.5L,64.86,311,No VAT,Dulux Heritage Eggshell Tinted - Tinted 2.5L,77.83,202,No VAT,,,Active,Untracked
FAR001,F&B Estate Emulsion - All Colours 5ltr,,Farrow & Ball Estate Emulsion - All Colours 5LT,90.00,311,No VAT,Farrow & Ball Estate Emulsion - All Colours 5LT,99.00,202,No VAT,,,Active,Untracked
FAR002,F&B Estate Emulsion - All Colours 2.5ltr,,Farrow & Ball Estate Emulsion - All Colours 2.5LT,53.10,311,No VAT,Farrow & Ball Estate Emulsion - All Colours 2.5LT,58.41,202,No VAT,,,Active,Untracked
FAR003,F&B Estate Emulsion - All Colours 0.1ltr,,Farrow & Ball Estate Emulsion - All Colours 100ML,5.17,311,No VAT,Farrow & Ball Estate Emulsion - All Colours 100ML,5.69,202,No VAT,,,Active,Untracked
FAR004,F&B Modern Emulsion - All Colours 5ltr,,Farrow & Ball Modern Emulsion - All Colours 5LT,97.20,311,No VAT,Farrow & Ball Modern Emulsion - All Colours 5LT,106.92,202,No VAT,,,Active,Untracked
FAR005,F&B Modern Emulsion - All Colours 2.5ltr,,Farrow & Ball Modern Emulsion - All Colours 2.5LT,57.60,311,No VAT,Farrow & Ball Modern Emulsion - All Colours 2.5LT,63.36,202,No VAT,,,Active,Untracked
FAR006,F&B Dead Flat - All Colours 5ltr,,Farrow & Ball Dead Flat - All Colours 5LT,115.20,311,No VAT,Farrow & Ball Dead Flat - All Colours 5LT,126.72,202,No VAT,,,Active,Untracked
FAR007,F&B Dead Flat - All Colours 2.5ltr,,Farrow & Ball Dead Flat - All Colours 2.5LT,71.10,311,No VAT,Farrow & Ball Dead Flat - All Colours 2.5LT,78.21,202,No VAT,,,Active,Untracked
FAR008,F&B Dead Flat - All Colours 0.75ltr,,Farrow & Ball Dead Flat - All Colours 750ML,29.70,311,No VAT,Farrow & Ball Dead Flat - All Colours 750ML,32.67,202,No VAT,,,Active,Untracked
FAR009,F&B Estate Eggshell - All Colours 5ltr,,Farrow & Ball Estate Eggshell - All Colours 5LT,76.50,311,No VAT,Farrow & Ball Estate Eggshell - All Colours 5LT,84.15,202,No VAT,,,Active,Untracked
FAR010,F&B Estate Eggshell - All Colours 2.5ltr,,Farrow & Ball Estate Eggshell - All Colours 2.5LT,43.20,311,No VAT,Farrow & Ball Estate Eggshell - All Colours 2.5LT,47.52,202,No VAT,,,Active,Untracked
FAR011,F&B Estate Eggshell - All Colours 0.75ltr,,Farrow & Ball Estate Eggshell - All Colours 750ML,16.20,311,No VAT,Farrow & Ball Estate Eggshell - All Colours 750ML,17.82,202,No VAT,,,Active,Untracked
FAR012,F&B Modern Eggshell - All Colours 5ltr,,Farrow & Ball Modern Eggshell - All Colours 5LT,123.30,311,No VAT,Farrow & Ball Modern Eggshell - All Colours 5LT,135.63,202,No VAT,,,Active,Untracked
FAR013,F&B Modern Eggshell - All Colours 2.5ltr,,Farrow & Ball Modern Eggshell - All Colours 2.5LT,76.50,311,No VAT,Farrow & Ball Modern Eggshell - All Colours 2.5LT,84.15,202,No VAT,,,Active,Untracked
FAR014,F&B Modern Eggshell - All Colours 0.75ltr,,Farrow & Ball Modern Eggshell - All Colours 750ML,31.94,311,No VAT,Farrow & Ball Modern Eggshell - All Colours 750ML,35.13,202,No VAT,,,Active,Untracked
FAR015,F&B Flat Eggshell - All Colours 5ltr,,Farrow & Ball Flat Eggshell - All Colours 5LT,123.30,311,No VAT,Farrow & Ball Flat Eggshell - All Colours 5LT,135.63,202,No VAT,,,Active,Untracked
FAR016,F&B Flat Eggshell - All Colours 2.5ltr,,Farrow & Ball Flat Eggshell - All Colours 2.5LT,76.50,311,No VAT,Farrow & Ball Flat Eggshell - All Colours 2.5LT,84.15,202,No VAT,,,Active,Untracked
FAR017,F&B Flat Eggshell - All Colours 0.75ltr,,Farrow & Ball Flat Eggshell - All Colours 750ML,31.94,311,No VAT,Farrow & Ball Flat Eggshell - All Colours 750ML,35.13,202,No VAT,,,Active,Untracked
FAR018,F&B Eco Ext Eggshell - All Colours 2.5ltr,,Farrow & Ball Eco Exterior Eggshell - All Colours,80.10,311,No VAT,Farrow & Ball Eco Exterior Eggshell - All Colours,88.11,202,No VAT,,,Active,Untracked
FAR019,F&B Eco Ext Eggshell - All Colours 0.75ltr,,Farrow & Ball Eco Exterior Eggshell - All Colours,33.30,311,No VAT,Farrow & Ball Eco Exterior Eggshell - All Colours,36.63,202,No VAT,,,Active,Untracked
FAR020,F&B Eco Full Gloss - All Colours 2.5ltr,,Farrow & Ball Eco Full Gloss - All Colours 2.5LT,74.70,311,No VAT,Farrow & Ball Eco Full Gloss - All Colours 2.5LT,82.17,202,No VAT,,,Active,Untracked
FAR021,F&B Eco Full Gloss - All Colours 0.75ltr,,Farrow & Ball Eco Full Gloss - All Colours 750ML,30.60,311,No VAT,Farrow & Ball Eco Full Gloss - All Colours 750ML,33.66,202,No VAT,,,Active,Untracked
FAR022,F&B Eco Wall & Ceiling Primer - Colours 5ltr,,Farrow & Ball Eco Wall Ceiling Primer Undercoat -,68.40,311,No VAT,Farrow & Ball Eco Wall Ceiling Primer Undercoat -,75.24,202,No VAT,,,Active,Untracked
FAR023,F&B Eco Wall & Ceiling Primer - Colours 2.5ltr,,Farrow & Ball Eco Wall Ceiling Primer Undercoat -,39.60,311,No VAT,Farrow & Ball Eco Wall Ceiling Primer Undercoat -,43.56,202,No VAT,,,Active,Untracked
FAR024,F&B Eco Wall & Ceiling Primer - Colours 0.75ltr,,Farrow & Ball Eco Wall Ceiling Primer Undercoat -,18.00,311,No VAT,Farrow & Ball Eco Wall Ceiling Primer Undercoat -,19.80,202,No VAT,,,Active,Untracked
FAR025,F&B Wood Primer & U/C - All Colours 5ltr,,Farrow & Ball Wood Primer & Undercoat - All Colour,101.70,311,No VAT,Farrow & Ball Wood Primer & Undercoat - All Colour,111.87,202,No VAT,,,Active,Untracked
FAR026,F&B Wood Primer & U/C - All Colours 2.5ltr,,Farrow & Ball Wood Primer & Undercoat - All Colour,59.40,311,No VAT,Farrow & Ball Wood Primer & Undercoat - All Colour,65.34,202,No VAT,,,Active,Untracked
FAR027,F&B Wood Primer & U/C - All Colours 0.75ltr,,Farrow & Ball Wood Primer & Undercoat - All Colour,25.20,311,No VAT,Farrow & Ball Wood Primer & Undercoat - All Colour,27.72,202,No VAT,,,Active,Untracked
FAR028,F&B Casein Distemper - All Colours 5ltr,,Farrow & Ball Casein Distemper - All Colours 5LT,121.50,311,No VAT,Farrow & Ball Casein Distemper - All Colours 5LT,133.65,202,No VAT,,,Active,Untracked
FAR029,F&B Casein Distemper - All Colours 2.5ltr,,Farrow & Ball Casein Distemper - All Colours 2.5LT,71.10,311,No VAT,Farrow & Ball Casein Distemper - All Colours 2.5LT,78.21,202,No VAT,,,Active,Untracked
FAR030,F&B Soft Distemper - All Colours 5ltr,,Farrow & Ball Soft Distemper - All Colours 5LT,94.50,311,No VAT,Farrow & Ball Soft Distemper - All Colours 5LT,103.95,202,No VAT,,,Active,Untracked
FAR031,F&B Ext Masonry Paint - All Colours 5ltr,,Farrow & Ball Exterior Masonry Paint - All Colours,97.20,311,No VAT,Farrow & Ball Exterior Masonry Paint - All Colours,106.92,202,No VAT,,,Active,Untracked
FAR032,F&B Limewash - White 5ltr,,Farrow & Ball Limewash - White 5LT,72.00,311,No VAT,Farrow & Ball Limewash - White 5LT,79.20,202,No VAT,,,Active,Untracked
FAR033,F&B Limewash - Colours 5ltr,,Farrow & Ball Limewash - Colours 5LT,72.00,311,No VAT,Farrow & Ball Limewash - Colours 5LT,79.20,202,No VAT,,,Active,Untracked
FAR034,F&B Masonry & Plaster Stab Primer 5ltr,,Farrow & Ball Masonry & Plaster Stabilising Primer,48.60,311,No VAT,Farrow & Ball Masonry & Plaster Stabilising Primer,53.46,202,No VAT,,,Active,Untracked
FAR035,F&B Eco Metal Primer 0.75ltr,,Farrow & Ball Eco Metal Primer & Undercoat - All C,27.90,311,No VAT,Farrow & Ball Eco Metal Primer & Undercoat - All C,30.69,202,No VAT,,,Active,Untracked
FAR036,F&B Roller Frame 9in - Each Each,,Farrow & Ball Roller Frame 9in - Each Each,12.88,311,No VAT,Farrow & Ball Roller Frame 9in - Each Each,14.17,202,No VAT,,,Active,Untracked
FAR037,F&B Roller Sleeve 9in - Each Each,,Farrow & Ball Roller Sleeve 9in - Each Each,7.74,311,No VAT,Farrow & Ball Roller Sleeve 9in - Each Each,8.51,202,No VAT,,,Active,Untracked
FAR038,F&B Wallpaper Paste - 5 Roll 5 Roll,,Farrow & Ball Wallpaper Paste - 5 Roll 5 Roll,8.10,311,No VAT,Farrow & Ball Wallpaper Paste - 5 Roll 5 Roll,8.91,202,No VAT,,,Active,Untracked
ISO001,Isomat Premium - White 10ltr,,Isomat Premium - White 10LT,95.89,311,No VAT,Isomat Premium - White 10LT,115.07,202,No VAT,,,Active,Untracked
ISO002,Isomat Premium - White 3ltr,,Isomat Premium - White 3LT,31.00,311,No VAT,Isomat Premium - White 3LT,37.20,202,No VAT,,,Active,Untracked
ISO003,Isomat Premium - White 0.75ltr,,Isomat Premium - White 750ML,9.49,311,No VAT,Isomat Premium - White 750ML,11.39,202,No VAT,,,Active,Untracked
ISO004,Isomat Premium - Colours 10ltr,,Isomat Premium - Colours 10LT,107.47,311,No VAT,Isomat Premium - Colours 10LT,128.96,202,No VAT,,,Active,Untracked
ISO005,Isomat Premium - Colours 3ltr,,Isomat Premium - Colours 3LT,35.53,311,No VAT,Isomat Premium - Colours 3LT,42.64,202,No VAT,,,Active,Untracked
ISO006,Isomat Premium - Colours 1ltr,,Isomat Premium - Colours 1LT,13.22,311,No VAT,Isomat Premium - Colours 1LT,15.86,202,No VAT,,,Active,Untracked
ISO007,Isomat Premium Color Eco Satin - White 10ltr,,Isomat Premium Color Eco Satin - White 10LT,106.63,311,No VAT,Isomat Premium Color Eco Satin - White 10LT,127.96,202,No VAT,,,Active,Untracked
